age,marital,education,default,housing,loan,contact,duration,campaign,previous,poutcome,subscription
25,single,secondary,no,no,no,telephone,168,1,0,unknown,0
33,single,secondary,no,yes,no,cellular,97,1,0,unknown,0
23,single,primary,no,yes,no,cellular,169,1,1,failure,0
31,single,tertiary,no,no,no,cellular,103,2,2,other,0
36,married,tertiary,no,yes,yes,unknown,599,3,0,unknown,0
44,single,tertiary,no,yes,no,cellular,322,2,0,unknown,0
31,single,tertiary,no,yes,no,unknown,304,1,0,unknown,0
55,married,primary,no,yes,no,cellular,52,3,0,unknown,0
51,divorced,secondary,no,no,no,cellular,655,4,0,unknown,1
36,married,secondary,no,yes,yes,cellular,101,2,0,unknown,0
27,single,tertiary,no,no,no,cellular,65,2,0,unknown,0
40,married,secondary,no,yes,no,cellular,173,4,0,unknown,0
49,married,secondary,no,yes,no,telephone,162,3,0,unknown,0
59,married,primary,no,no,no,cellular,78,2,0,unknown,0
32,married,tertiary,no,yes,no,cellular,646,5,0,unknown,1
42,single,tertiary,no,no,no,cellular,114,2,0,unknown,0
35,divorced,tertiary,no,yes,no,unknown,141,6,0,unknown,0
29,single,secondary,no,yes,no,cellular,133,4,0,unknown,0
29,single,secondary,no,yes,no,unknown,1994,2,0,unknown,0
37,single,secondary,no,no,no,cellular,140,2,0,unknown,0
49,married,primary,no,yes,no,cellular,82,3,0,unknown,0
51,divorced,secondary,no,yes,no,cellular,150,1,0,unknown,0
61,married,primary,no,no,no,cellular,605,1,1,other,0
43,married,secondary,no,yes,no,telephone,164,1,2,other,0
42,married,tertiary,no,yes,no,cellular,36,1,0,unknown,0
24,married,secondary,no,yes,yes,unknown,290,2,0,unknown,0
46,married,tertiary,no,no,no,telephone,104,2,0,unknown,0
23,single,secondary,no,no,no,unknown,413,1,0,unknown,0
26,single,secondary,no,yes,no,cellular,153,1,0,unknown,0
43,divorced,primary,no,yes,no,unknown,237,2,0,unknown,0
35,single,tertiary,no,yes,no,cellular,743,13,0,unknown,1
38,married,secondary,no,no,no,cellular,82,4,0,unknown,0
56,divorced,primary,no,no,no,cellular,924,4,0,unknown,0
31,married,secondary,no,yes,no,unknown,117,3,0,unknown,0
32,single,tertiary,no,no,no,cellular,550,4,0,unknown,1
28,single,secondary,no,no,yes,unknown,5,1,0,unknown,0
26,divorced,secondary,yes,yes,no,unknown,181,5,0,unknown,0
49,married,tertiary,no,no,no,cellular,325,2,0,unknown,0
33,married,secondary,no,yes,no,unknown,345,1,0,unknown,0
80,married,primary,no,no,no,cellular,331,2,0,unknown,0
40,married,secondary,no,yes,yes,cellular,112,1,0,unknown,0
42,divorced,secondary,no,yes,no,unknown,115,6,0,unknown,0
46,married,secondary,no,no,no,cellular,381,3,0,unknown,0
32,single,tertiary,no,no,no,cellular,119,1,3,failure,0
37,single,tertiary,no,yes,no,unknown,25,1,0,unknown,0
32,married,secondary,no,yes,no,cellular,929,1,0,unknown,0
53,married,tertiary,no,yes,no,unknown,429,1,0,unknown,0
39,married,tertiary,no,yes,no,cellular,491,1,1,other,0
31,divorced,secondary,no,yes,no,cellular,146,1,0,unknown,0
34,single,tertiary,no,no,no,cellular,191,2,0,unknown,0
44,married,tertiary,no,no,no,cellular,406,3,0,unknown,0
35,married,secondary,no,yes,no,telephone,220,2,0,unknown,0
39,married,secondary,no,no,no,cellular,253,5,0,unknown,0
55,married,secondary,no,no,no,telephone,340,2,0,unknown,0
34,married,secondary,no,yes,no,unknown,154,1,0,unknown,1
39,married,tertiary,no,no,yes,cellular,121,4,0,unknown,0
58,married,secondary,no,no,no,cellular,104,5,0,unknown,0
37,married,primary,no,yes,no,cellular,127,2,4,failure,0
56,divorced,primary,no,no,no,cellular,144,1,1,other,1
32,single,secondary,no,yes,no,cellular,149,2,0,unknown,0
41,single,tertiary,no,yes,no,cellular,261,1,6,success,1
29,single,tertiary,no,no,no,cellular,87,1,1,failure,0
44,married,tertiary,no,no,no,cellular,719,5,0,unknown,0
24,married,secondary,no,yes,no,unknown,292,7,0,unknown,0
43,single,secondary,no,yes,no,unknown,145,1,0,unknown,0
26,married,tertiary,no,no,no,cellular,52,3,0,unknown,0
39,married,secondary,no,yes,no,cellular,146,1,1,failure,0
49,married,secondary,no,yes,no,cellular,451,1,2,failure,1
52,divorced,primary,no,yes,yes,unknown,167,4,0,unknown,0
33,married,tertiary,no,no,no,cellular,98,4,0,unknown,0
30,married,secondary,no,yes,no,unknown,238,2,0,unknown,0
32,single,tertiary,no,no,no,cellular,85,7,0,unknown,0
27,single,tertiary,no,yes,no,cellular,323,4,0,unknown,0
58,married,primary,no,no,no,unknown,116,1,0,unknown,0
46,married,primary,no,yes,no,cellular,304,3,0,unknown,0
28,single,tertiary,no,no,no,cellular,267,1,0,unknown,0
39,married,primary,no,yes,no,unknown,201,2,0,unknown,0
41,married,unknown,no,yes,no,cellular,105,1,2,failure,0
38,married,secondary,no,yes,no,unknown,193,2,0,unknown,0
50,divorced,secondary,no,yes,no,cellular,113,1,0,unknown,0
56,married,secondary,no,yes,no,unknown,151,2,0,unknown,0
34,married,secondary,no,no,no,cellular,200,2,0,unknown,0
33,divorced,secondary,no,yes,no,unknown,145,1,0,unknown,0
61,married,secondary,no,no,no,cellular,214,4,0,unknown,1
36,single,secondary,no,no,yes,cellular,36,6,0,unknown,0
34,married,tertiary,no,yes,yes,cellular,58,2,0,unknown,0
36,married,secondary,no,yes,no,unknown,174,2,0,unknown,0
45,married,tertiary,no,no,no,cellular,587,1,0,unknown,1
27,single,tertiary,no,no,no,cellular,112,1,0,unknown,0
45,married,secondary,no,yes,no,cellular,175,2,0,unknown,0
40,married,tertiary,no,no,no,unknown,279,1,0,unknown,0
36,single,secondary,no,yes,no,cellular,270,1,0,unknown,1
46,married,primary,no,yes,no,cellular,116,2,3,failure,0
37,married,tertiary,no,yes,no,unknown,129,2,0,unknown,0
36,married,secondary,no,yes,no,cellular,38,2,4,failure,0
37,married,secondary,no,no,yes,unknown,138,1,0,unknown,0
22,single,tertiary,no,no,no,cellular,338,1,0,unknown,1
51,married,secondary,no,no,yes,unknown,565,3,0,unknown,0
49,married,secondary,no,no,no,cellular,77,8,0,unknown,0
35,married,tertiary,no,yes,yes,cellular,314,2,1,failure,0
50,married,primary,no,no,no,unknown,179,2,0,unknown,0
31,married,tertiary,no,yes,yes,unknown,294,1,0,unknown,0
47,single,secondary,no,yes,no,cellular,298,1,0,unknown,0
59,married,secondary,no,yes,no,telephone,427,2,0,unknown,0
32,married,secondary,no,yes,no,cellular,87,4,4,failure,0
71,married,tertiary,no,yes,no,cellular,397,1,0,unknown,1
31,single,tertiary,no,no,no,cellular,344,1,1,failure,1
41,married,primary,no,no,no,cellular,74,5,0,unknown,0
35,married,primary,no,yes,no,unknown,148,4,0,unknown,0
36,married,tertiary,no,no,no,unknown,161,3,0,unknown,0
46,divorced,primary,no,no,no,unknown,110,1,0,unknown,0
46,married,secondary,no,yes,no,cellular,1529,1,1,failure,0
47,married,tertiary,no,no,no,cellular,236,1,1,success,0
35,single,tertiary,no,yes,no,cellular,89,2,0,unknown,0
37,married,secondary,no,yes,no,cellular,390,1,1,failure,0
56,married,secondary,no,no,no,unknown,1467,1,0,unknown,1
46,married,secondary,no,yes,yes,unknown,646,3,0,unknown,1
44,divorced,tertiary,no,yes,no,cellular,183,1,0,unknown,0
48,single,tertiary,no,yes,no,cellular,168,2,0,unknown,0
28,single,secondary,no,yes,no,unknown,66,1,0,unknown,0
38,married,tertiary,no,no,yes,cellular,160,3,3,failure,0
34,single,tertiary,no,yes,no,cellular,14,2,0,unknown,0
56,married,secondary,no,yes,no,unknown,220,4,0,unknown,0
55,divorced,secondary,no,no,yes,unknown,1007,1,0,unknown,1
44,divorced,secondary,no,no,no,cellular,149,13,0,unknown,0
38,married,tertiary,no,yes,no,unknown,665,1,0,unknown,0
53,married,secondary,no,yes,no,telephone,174,3,0,unknown,0
41,single,tertiary,no,no,no,cellular,105,1,0,unknown,0
34,single,secondary,no,no,no,cellular,990,1,0,unknown,1
34,single,tertiary,no,no,no,cellular,582,1,0,unknown,0
35,married,secondary,no,yes,no,cellular,136,1,0,unknown,0
38,single,secondary,no,no,no,cellular,223,1,4,failure,1
42,married,tertiary,no,no,no,cellular,205,2,0,unknown,0
56,married,primary,no,yes,no,cellular,214,1,1,failure,0
37,divorced,tertiary,no,yes,no,cellular,217,6,0,unknown,0
47,married,secondary,no,yes,no,cellular,171,2,5,success,0
29,married,secondary,no,yes,no,unknown,50,1,0,unknown,0
41,married,tertiary,no,yes,no,unknown,65,3,0,unknown,0
43,single,secondary,no,yes,no,unknown,55,1,0,unknown,0
38,married,secondary,no,no,no,unknown,256,3,0,unknown,0
31,married,secondary,no,yes,yes,unknown,151,1,0,unknown,0
32,single,tertiary,no,no,no,cellular,226,1,0,unknown,0
40,married,tertiary,no,yes,no,cellular,97,5,0,unknown,0
45,married,secondary,no,no,yes,telephone,92,1,0,unknown,0
43,married,secondary,no,yes,no,unknown,343,1,0,unknown,0
27,single,secondary,no,yes,no,cellular,493,5,0,unknown,0
33,single,tertiary,no,no,no,cellular,216,3,0,unknown,0
37,married,secondary,no,yes,no,cellular,224,7,1,other,0
60,married,secondary,no,no,no,cellular,190,1,9,success,1
51,married,unknown,no,no,no,cellular,458,6,0,unknown,1
44,married,secondary,no,yes,no,cellular,222,1,1,failure,0
48,married,unknown,no,yes,no,cellular,612,1,1,other,0
57,married,primary,no,yes,no,telephone,137,1,0,unknown,0
29,single,tertiary,no,yes,no,unknown,104,2,0,unknown,0
50,married,secondary,no,no,no,cellular,206,4,0,unknown,0
36,married,secondary,no,yes,no,cellular,172,28,0,unknown,0
49,married,tertiary,no,yes,no,cellular,152,2,0,unknown,1
49,married,secondary,yes,yes,no,cellular,114,1,0,unknown,0
35,married,tertiary,no,no,no,cellular,89,1,0,unknown,0
39,single,secondary,no,yes,no,unknown,158,1,0,unknown,0
34,married,primary,no,no,yes,cellular,326,11,0,unknown,0
57,married,secondary,no,no,yes,unknown,215,3,0,unknown,0
37,divorced,secondary,no,yes,no,cellular,53,1,0,unknown,0
25,single,secondary,no,no,no,cellular,71,11,0,unknown,0
43,married,primary,no,no,no,cellular,487,2,2,other,0
37,married,secondary,no,yes,no,cellular,340,2,1,failure,0
36,single,tertiary,no,no,no,cellular,183,1,11,failure,0
49,divorced,tertiary,no,no,yes,cellular,131,2,0,unknown,0
38,single,tertiary,no,yes,no,telephone,208,1,2,failure,0
39,divorced,tertiary,no,no,no,unknown,311,5,0,unknown,0
40,married,tertiary,no,no,no,cellular,147,1,8,success,1
34,married,secondary,no,yes,no,unknown,83,1,0,unknown,0
39,married,primary,no,yes,no,unknown,775,3,0,unknown,1
53,married,secondary,no,no,no,cellular,25,18,0,unknown,0
44,married,tertiary,no,yes,no,cellular,497,5,0,unknown,0
32,divorced,secondary,no,yes,no,unknown,180,1,0,unknown,0
50,divorced,secondary,no,yes,yes,cellular,698,2,1,failure,1
29,married,primary,no,no,no,unknown,134,1,0,unknown,0
55,married,tertiary,no,yes,no,cellular,223,2,3,other,0
73,married,primary,no,no,no,cellular,399,3,0,unknown,1
52,married,secondary,no,yes,no,unknown,420,1,0,unknown,0
49,married,secondary,no,yes,no,unknown,233,3,0,unknown,0
63,married,primary,no,no,no,cellular,702,1,0,unknown,0
34,married,secondary,no,yes,no,cellular,161,1,2,failure,1
32,single,secondary,no,yes,no,cellular,110,1,2,failure,0
49,married,tertiary,no,no,no,cellular,27,6,0,unknown,0
40,married,primary,no,yes,no,telephone,58,2,1,failure,0
53,married,unknown,no,no,no,cellular,68,1,0,unknown,0
53,married,tertiary,no,no,no,cellular,92,2,0,unknown,0
43,married,primary,no,no,yes,cellular,45,1,0,unknown,0
35,single,secondary,no,yes,no,cellular,79,1,0,unknown,0
35,single,secondary,no,yes,no,cellular,11,5,2,other,0
25,single,tertiary,no,yes,no,cellular,520,1,0,unknown,0
31,single,unknown,no,no,no,cellular,86,1,0,unknown,0
48,married,tertiary,no,no,no,cellular,16,16,0,unknown,0
40,married,secondary,no,no,no,cellular,154,2,0,unknown,0
46,married,primary,no,yes,no,unknown,91,1,0,unknown,0
30,single,secondary,no,no,no,cellular,389,2,0,unknown,0
47,married,secondary,no,no,yes,cellular,71,15,0,unknown,0
23,single,secondary,no,yes,no,unknown,111,3,0,unknown,0
29,married,tertiary,no,yes,no,unknown,68,2,0,unknown,0
38,married,secondary,no,yes,no,cellular,75,2,5,failure,0
56,married,primary,no,no,yes,cellular,212,1,0,unknown,0
52,married,secondary,no,no,no,cellular,91,2,1,failure,0
55,married,secondary,no,no,no,cellular,79,2,0,unknown,0
43,married,tertiary,no,no,no,cellular,646,2,0,unknown,0
34,married,secondary,no,yes,no,cellular,206,1,0,unknown,0
43,single,tertiary,no,yes,no,cellular,257,1,3,failure,1
55,married,secondary,no,no,yes,cellular,81,2,0,unknown,0
34,married,secondary,no,yes,no,cellular,470,1,5,other,0
34,single,tertiary,no,yes,no,unknown,133,2,0,unknown,0
43,married,tertiary,no,no,no,unknown,230,2,0,unknown,0
39,married,primary,no,yes,no,cellular,76,6,0,unknown,0
39,single,unknown,no,no,no,unknown,26,1,0,unknown,0
34,single,secondary,no,yes,no,cellular,154,2,6,failure,0
55,married,tertiary,no,yes,yes,cellular,94,4,0,unknown,0
67,married,tertiary,no,no,no,cellular,254,2,0,unknown,1
34,married,tertiary,no,yes,yes,cellular,1156,1,0,unknown,0
47,married,secondary,no,no,no,cellular,248,5,0,unknown,0
33,married,primary,no,no,no,cellular,884,3,0,unknown,0
45,married,secondary,no,no,yes,cellular,275,2,0,unknown,0
36,married,secondary,no,yes,no,cellular,200,2,0,unknown,0
59,divorced,secondary,no,yes,no,unknown,228,1,0,unknown,0
33,married,secondary,no,no,no,cellular,475,2,0,unknown,1
52,divorced,secondary,no,no,no,cellular,393,5,0,unknown,0
53,married,primary,no,no,no,cellular,156,4,0,unknown,0
41,married,primary,no,no,no,cellular,244,3,0,unknown,0
45,married,secondary,no,yes,no,unknown,118,1,0,unknown,0
60,single,secondary,no,no,no,cellular,40,2,0,unknown,0
32,married,secondary,no,yes,no,unknown,700,3,0,unknown,0
28,single,tertiary,no,yes,no,cellular,97,3,0,unknown,0
31,single,secondary,no,no,no,cellular,252,1,3,success,1
53,married,secondary,no,no,yes,cellular,360,4,0,unknown,0
58,married,tertiary,no,no,no,cellular,235,1,0,unknown,0
38,married,secondary,no,yes,no,unknown,1521,1,0,unknown,0
46,married,tertiary,no,yes,no,cellular,105,4,2,failure,0
53,married,tertiary,no,no,yes,cellular,86,1,0,unknown,0
56,married,secondary,no,no,no,cellular,484,1,3,failure,0
52,single,secondary,no,no,no,telephone,117,1,0,unknown,0
38,married,secondary,no,no,no,unknown,119,1,0,unknown,0
37,married,primary,no,yes,no,unknown,359,1,0,unknown,0
37,married,primary,no,no,no,telephone,109,8,0,unknown,0
37,married,secondary,yes,no,no,unknown,236,1,0,unknown,0
66,married,primary,no,no,no,telephone,203,3,1,failure,0
44,married,primary,no,yes,no,unknown,202,2,0,unknown,0
61,married,secondary,no,no,yes,unknown,42,1,0,unknown,0
34,married,secondary,no,no,yes,unknown,21,1,0,unknown,0
33,single,secondary,no,yes,no,cellular,186,1,0,unknown,0
30,divorced,secondary,no,yes,no,cellular,172,1,0,unknown,0
27,divorced,secondary,no,yes,no,cellular,527,1,0,unknown,0
37,married,secondary,no,yes,no,telephone,175,1,0,unknown,0
38,married,primary,no,yes,no,unknown,21,18,0,unknown,0
35,single,tertiary,no,no,yes,cellular,370,4,0,unknown,0
50,married,secondary,no,yes,no,unknown,54,2,0,unknown,0
39,married,secondary,no,yes,no,cellular,63,3,0,unknown,0
35,married,secondary,no,yes,no,unknown,116,3,0,unknown,0
36,divorced,secondary,no,yes,no,unknown,151,1,0,unknown,0
28,single,secondary,no,yes,no,cellular,300,1,0,unknown,0
39,married,tertiary,no,yes,no,cellular,48,1,3,failure,0
39,married,secondary,no,no,no,unknown,217,1,0,unknown,0
30,single,secondary,no,yes,no,cellular,727,2,0,unknown,1
32,married,secondary,no,yes,no,unknown,193,1,0,unknown,0
28,married,secondary,no,yes,yes,cellular,72,1,1,failure,0
47,married,primary,no,yes,no,unknown,165,1,0,unknown,0
53,married,tertiary,no,no,no,cellular,345,10,0,unknown,0
57,married,primary,no,yes,no,unknown,206,2,0,unknown,0
47,married,secondary,no,no,yes,cellular,994,2,0,unknown,1
56,married,tertiary,no,yes,no,unknown,127,2,0,unknown,0
38,married,primary,no,yes,no,unknown,29,32,0,unknown,0
52,married,primary,no,no,no,unknown,70,3,0,unknown,0
46,married,secondary,no,yes,yes,cellular,40,2,0,unknown,0
57,married,primary,yes,no,yes,telephone,185,4,0,unknown,0
42,divorced,unknown,no,no,no,cellular,64,2,0,unknown,0
57,married,secondary,no,no,no,unknown,97,1,0,unknown,0
51,married,secondary,no,no,no,cellular,316,5,0,unknown,0
53,married,tertiary,no,yes,no,cellular,125,1,2,failure,0
37,married,primary,no,yes,no,unknown,233,1,0,unknown,0
47,divorced,secondary,no,yes,no,unknown,14,7,4,other,0
48,married,tertiary,no,yes,no,cellular,245,1,0,unknown,1
39,married,primary,no,yes,no,unknown,109,1,0,unknown,0
42,married,secondary,no,yes,yes,cellular,429,2,0,unknown,0
36,married,tertiary,no,no,no,cellular,133,11,0,unknown,0
34,single,secondary,no,no,no,cellular,70,2,0,unknown,0
61,married,primary,no,yes,no,unknown,118,1,0,unknown,0
32,single,secondary,no,yes,no,cellular,1579,1,4,failure,1
35,single,primary,no,yes,yes,telephone,29,1,0,unknown,0
54,married,secondary,no,no,no,unknown,173,1,0,unknown,0
31,married,tertiary,no,no,no,cellular,13,14,0,unknown,0
45,divorced,secondary,no,yes,no,cellular,183,1,2,failure,0
32,married,tertiary,no,yes,no,cellular,175,2,0,unknown,0
52,married,secondary,no,no,no,unknown,123,1,0,unknown,0
36,single,secondary,no,yes,no,cellular,288,1,1,other,0
31,married,secondary,no,yes,no,unknown,19,18,0,unknown,0
53,married,secondary,no,no,no,cellular,136,4,0,unknown,0
43,married,secondary,no,no,no,unknown,437,2,0,unknown,0
47,married,primary,no,no,no,cellular,1225,2,0,unknown,0
46,married,primary,no,yes,no,unknown,526,8,0,unknown,0
34,divorced,secondary,no,no,no,cellular,91,2,0,unknown,0
55,single,tertiary,no,yes,no,cellular,123,3,0,unknown,0
23,single,secondary,no,yes,no,cellular,62,1,0,unknown,0
75,married,secondary,no,no,no,cellular,865,2,1,failure,0
58,married,secondary,no,no,no,telephone,82,3,0,unknown,0
35,married,secondary,no,yes,no,cellular,219,7,1,failure,0
27,married,tertiary,no,no,no,cellular,569,1,0,unknown,1
24,married,secondary,no,yes,no,cellular,460,2,0,unknown,1
48,married,secondary,no,yes,no,cellular,238,3,0,unknown,0
31,single,secondary,no,no,no,cellular,346,5,0,unknown,0
57,married,secondary,no,no,no,cellular,161,2,0,unknown,0
53,married,tertiary,no,no,no,cellular,51,9,0,unknown,0
42,married,primary,no,yes,no,telephone,37,1,0,unknown,0
50,married,secondary,no,yes,yes,cellular,141,8,2,other,0
59,married,secondary,no,no,no,cellular,173,2,0,unknown,0
38,married,secondary,no,yes,no,unknown,66,2,0,unknown,0
39,married,secondary,no,yes,yes,unknown,209,1,0,unknown,0
28,single,primary,no,yes,no,cellular,1011,20,0,unknown,0
55,divorced,tertiary,no,yes,no,telephone,147,2,3,failure,0
33,single,tertiary,no,no,no,cellular,88,4,0,unknown,0
36,single,secondary,no,yes,no,telephone,52,1,0,unknown,0
38,divorced,secondary,no,yes,no,unknown,544,3,0,unknown,0
28,single,secondary,no,no,no,telephone,360,1,5,success,1
32,single,tertiary,no,yes,no,cellular,95,2,0,unknown,0
35,married,secondary,no,no,yes,cellular,322,1,0,unknown,0
58,married,primary,no,no,no,unknown,106,3,0,unknown,0
30,married,secondary,no,yes,no,unknown,20,1,0,unknown,0
33,married,secondary,no,yes,no,cellular,178,7,5,other,0
36,married,secondary,no,yes,no,unknown,325,4,0,unknown,0
32,married,secondary,no,yes,yes,unknown,343,2,0,unknown,0
34,single,tertiary,no,no,no,cellular,213,4,0,unknown,1
42,married,secondary,no,yes,yes,cellular,193,3,0,unknown,0
41,married,tertiary,no,no,yes,cellular,168,7,0,unknown,0
63,married,secondary,no,no,no,cellular,423,1,0,unknown,1
38,divorced,tertiary,no,yes,no,unknown,218,1,0,unknown,0
54,married,primary,no,yes,no,unknown,158,1,0,unknown,0
39,married,secondary,no,yes,no,cellular,433,1,0,unknown,0
46,married,secondary,no,no,no,unknown,252,3,0,unknown,0
37,married,tertiary,no,no,no,cellular,175,1,0,unknown,0
76,divorced,primary,no,no,no,cellular,192,1,0,unknown,0
28,single,unknown,no,no,yes,cellular,158,1,0,unknown,0
33,married,primary,no,no,no,telephone,114,2,0,unknown,0
46,married,tertiary,no,yes,yes,unknown,246,1,0,unknown,0
30,single,secondary,no,no,no,telephone,44,1,0,unknown,0
60,married,tertiary,no,no,no,cellular,136,2,0,unknown,0
56,married,tertiary,no,yes,no,cellular,247,2,0,unknown,0
24,single,unknown,no,yes,no,unknown,227,1,0,unknown,0
58,married,secondary,no,no,no,cellular,219,4,0,unknown,0
79,married,primary,no,no,no,telephone,326,2,2,success,1
32,married,secondary,no,yes,no,unknown,226,2,0,unknown,0
