"account_length","international_plan","voice_mail_plan","number_vmail_messages","total_day_minutes","total_day_calls","total_night_minutes","total_night_calls","total_intl_minutes","total_intl_calls","total_intl_charge","number_customer_service_calls","churn"
48,"no","no",0,176.9,110,115.3,125,11,2,2.97,1,"no"
88,"no","no",0,204.8,100,190.9,62,2,11,0.54,1,"no"
107,"no","no",0,134,104,311.1,79,7.3,3,1.97,3,"no"
30,"no","no",0,54,68,247.2,101,10.2,8,2.75,1,"no"
97,"no","no",0,151.6,107,240,112,14.7,4,3.97,1,"no"
162,"yes","no",0,172.1,138,279,81,9.2,6,2.48,2,"no"
38,"no","yes",25,142.4,106,126.6,117,13.4,6,3.62,2,"no"
95,"no","no",0,141.1,84,103.7,127,5.9,6,1.59,3,"no"
94,"no","yes",38,220,102,136.2,90,10.3,2,2.78,1,"no"
87,"yes","no",0,207.8,113,163.4,98,13,3,3.51,1,"no"
86,"no","no",0,176.3,79,287.4,78,6.2,3,1.67,0,"no"
145,"no","yes",31,216,94,234.7,109,10.7,1,2.89,2,"no"
18,"no","no",0,180.2,115,245.3,111,11.9,6,3.21,1,"no"
104,"no","no",0,156.2,93,222.7,94,13.1,5,3.54,1,"no"
45,"no","no",0,96.1,103,229.7,92,9.7,4,2.62,1,"no"
183,"no","yes",8,86.5,119,180.4,133,8.7,2,2.35,2,"no"
114,"no","yes",32,125.2,79,232.4,89,12.9,3,3.48,1,"no"
85,"yes","no",0,165.4,107,349.2,110,9.6,7,2.59,2,"no"
73,"no","no",0,177.9,89,186.2,89,11.5,6,3.11,3,"no"
47,"no","yes",28,196.2,88,243,103,10.5,10,2.84,0,"no"
180,"no","no",0,174.1,94,216.9,108,16.2,3,4.37,1,"no"
101,"no","no",0,332.1,91,277.8,99,11.3,3,3.05,1,"yes"
50,"no","no",0,157.1,90,181.4,111,6.1,2,1.65,1,"no"
119,"no","no",0,140,135,230.2,121,6.1,6,1.65,0,"no"
75,"no","yes",42,248.9,93,104.5,91,11.2,8,3.02,1,"no"
57,"no","no",0,214,100,105.1,112,11.3,1,3.05,0,"no"
129,"no","no",0,137.8,120,145.2,95,10.2,6,2.75,1,"yes"
83,"no","yes",38,107.9,90,253.6,79,10.5,2,2.84,0,"no"
44,"no","no",0,288.8,86,215.4,106,9.5,2,2.57,0,"yes"
73,"no","no",0,217.8,91,277.3,89,10.3,6,2.78,1,"yes"
63,"no","no",0,132.9,122,160.4,121,9.9,2,2.67,3,"no"
14,"no","no",0,184.5,77,190.3,129,9.7,3,2.62,4,"no"
74,"no","no",0,282.5,114,170,115,9.4,4,2.54,1,"yes"
98,"no","yes",38,213.7,61,207.7,73,10.7,5,2.89,2,"no"
43,"no","no",0,84.2,134,196.1,79,10.8,2,2.92,1,"no"
7,"no","yes",30,221.4,114,247,105,10.8,12,2.92,1,"no"
93,"no","yes",31,237.2,85,192.7,87,10.7,4,2.89,1,"no"
101,"no","no",0,253.2,89,154.3,85,9.7,7,2.62,4,"no"
154,"no","yes",32,192.3,82,205,74,9,1,2.43,2,"no"
111,"no","no",0,110.4,103,189.6,105,7.7,6,2.08,2,"no"
97,"yes","no",0,230.6,131,157.1,96,6.8,4,1.84,0,"no"
108,"no","no",0,239.3,102,251.4,104,10.6,6,2.86,0,"no"
136,"no","no",0,142.3,79,177.5,75,6,11,1.62,2,"no"
138,"no","no",0,205.9,96,209,63,12.1,8,3.27,0,"no"
58,"no","no",0,238.9,107,181.1,84,11.8,3,3.19,2,"no"
63,"no","no",0,149.3,104,206.6,72,9.1,4,2.46,0,"no"
167,"no","no",0,191.5,93,189.1,103,14.1,9,3.81,1,"no"
92,"no","no",0,185.8,61,257.5,70,11.8,4,3.19,1,"no"
101,"no","no",0,153.8,89,196.3,77,11.6,2,3.13,4,"no"
115,"no","no",0,135.4,104,208.5,92,5.4,3,1.46,1,"no"
75,"no","no",0,109,88,182.1,119,13.3,3,3.59,4,"yes"
63,"no","no",0,58.9,125,211.4,88,9.4,3,2.54,1,"no"
126,"no","no",0,226.2,88,208.9,110,6.4,2,1.73,0,"no"
137,"no","no",0,223.6,86,94.2,81,9.5,7,2.57,0,"no"
29,"yes","yes",37,235,101,139.8,106,5.7,7,1.54,2,"no"
69,"no","no",0,111.7,86,194.8,128,11.6,10,3.13,2,"no"
89,"no","no",0,213,63,262.6,126,9.1,1,2.46,1,"yes"
99,"no","no",0,198.2,87,190.9,113,8.7,3,2.35,4,"no"
112,"no","no",0,172.7,112,242.3,68,4.1,1,1.11,0,"no"
36,"no","no",0,202.4,115,202,127,10.2,2,2.75,3,"no"
78,"no","no",0,290.5,119,255.6,101,8.6,6,2.32,2,"yes"
151,"yes","no",0,218,57,269.2,95,12.4,1,3.35,0,"yes"
125,"no","yes",34,268.4,112,117.6,102,10.3,3,2.78,0,"no"
112,"no","no",0,206.2,122,140.3,101,12.6,7,3.4,3,"no"
58,"yes","yes",43,142.8,96,193.4,105,8.9,4,2.4,1,"no"
53,"no","no",0,261.2,119,176,112,9.8,2,2.65,0,"yes"
126,"yes","no",0,197.6,126,285.3,104,12.5,8,3.38,2,"no"
101,"yes","no",0,169.5,117,204,120,9.7,1,2.62,0,"yes"
115,"no","no",0,156.8,104,249,112,7.4,8,2,0,"no"
148,"no","yes",11,252.9,129,262.8,99,12.3,1,3.32,1,"no"
92,"no","no",0,249.4,118,169,116,9.1,3,2.46,0,"no"
141,"no","no",0,138.2,94,182.9,110,11.1,6,3,3,"no"
126,"no","no",0,184.5,56,242.3,74,11.2,3,3.02,2,"no"
67,"no","no",0,178,77,175.6,88,6.3,4,1.7,2,"no"
107,"no","no",0,156.3,75,118.2,115,8.8,2,2.38,1,"no"
48,"no","no",0,128.2,71,116.3,80,8.9,3,2.4,0,"no"
159,"no","no",0,167.4,68,140.1,111,10.3,3,2.78,0,"yes"
76,"yes","no",0,246.8,110,208.4,123,13.2,5,3.56,0,"yes"
42,"no","no",0,303.9,106,147.1,76,5.8,3,1.57,1,"yes"
85,"no","no",0,212.3,107,163.3,116,7.7,3,2.08,0,"no"
81,"no","no",0,139.8,98,241,113,11.7,3,3.16,3,"no"
117,"no","no",0,119,82,189.3,97,11.5,3,3.11,1,"no"
35,"no","no",0,179.8,82,132.6,85,12,5,3.24,1,"no"
117,"no","yes",38,259.3,94,269.3,125,9.2,1,2.48,3,"no"
117,"no","no",0,97.1,98,240,111,10.6,3,2.86,1,"no"
91,"no","no",0,271.9,106,247,110,9.3,3,2.51,1,"yes"
141,"no","no",0,151.5,104,304.2,109,10.8,2,2.92,1,"no"
138,"no","yes",26,183.9,83,185.7,125,15,3,4.05,1,"no"
10,"no","no",0,222.2,127,227.4,80,12.9,4,3.48,1,"no"
110,"no","no",0,149.2,128,156.3,111,12.2,4,3.29,1,"no"
124,"no","no",0,133.2,80,261,102,12,3,3.24,3,"yes"
69,"no","no",0,153.7,109,256.1,114,14.1,6,3.81,1,"no"
137,"yes","no",0,174,123,260.7,98,11.4,3,3.08,2,"no"
58,"no","no",0,210.1,126,158.6,88,14.4,2,3.89,4,"no"
116,"no","no",0,167.8,119,190.7,128,7.3,4,1.97,2,"no"
123,"no","no",0,128.7,126,198.4,132,10.8,5,2.92,0,"no"
58,"no","yes",22,224.1,127,174.2,86,11.5,7,3.11,2,"no"
1,"no","yes",26,69.7,84,230.2,122,8.3,3,2.24,2,"no"
172,"no","no",0,211.7,100,301.7,136,6.5,9,1.76,1,"no"
123,"no","no",0,206.9,85,221.5,136,7.7,2,2.08,3,"no"
37,"no","yes",20,264.7,81,210.7,102,10.4,7,2.81,0,"no"
64,"no","no",0,97.2,80,189,92,10.4,6,2.81,2,"no"
190,"no","no",0,169.4,102,197.1,93,8.9,5,2.4,1,"no"
100,"no","yes",33,218.7,104,99,117,12.1,4,3.27,1,"no"
131,"no","yes",30,174,118,218.2,90,6.7,3,1.81,1,"no"
59,"no","no",0,150.2,70,212.5,128,12.1,2,3.27,1,"no"
131,"no","no",0,43.3,118,185.9,120,10.6,4,2.86,0,"no"
121,"no","no",0,181.5,121,161.6,103,8.5,5,2.3,1,"no"
120,"no","yes",28,215.8,123,192.1,78,6.9,3,1.86,1,"no"
140,"no","no",0,194.8,107,225.1,93,13.9,4,3.75,0,"no"
110,"no","no",0,131.9,93,192.8,105,7.1,4,1.92,1,"no"
78,"no","no",0,225.1,67,175.5,102,14.6,2,3.94,0,"no"
135,"no","no",0,204.1,116,108.1,154,8.1,1,2.19,2,"no"
148,"no","no",0,178.3,98,181,98,11.4,4,3.08,1,"no"
41,"no","no",0,232.1,74,226.5,119,10.9,2,2.94,3,"yes"
117,"yes","yes",15,178.8,81,229.4,128,7.1,5,1.92,1,"no"
119,"no","yes",35,217.1,92,249.5,93,8,5,2.16,2,"no"
153,"no","no",0,228.9,102,203.1,109,12.5,2,3.38,0,"no"
108,"no","yes",28,221.3,117,159.3,80,8.7,3,2.35,0,"no"
16,"no","no",0,228.6,130,195.3,118,11.9,7,3.21,0,"no"
87,"no","yes",24,135.8,108,181.5,91,6.4,4,1.73,0,"no"
77,"no","yes",17,204.9,84,219.7,97,11.3,5,3.05,0,"no"
102,"no","no",0,273.2,85,203.7,129,13.1,7,3.54,2,"yes"
80,"no","yes",36,190.3,115,214.9,145,3.8,4,1.03,1,"no"
100,"no","no",0,179.1,123,186.7,116,10.2,10,2.75,1,"no"
79,"no","yes",27,192.3,125,215,97,7.8,4,2.11,1,"no"
89,"no","no",0,134.9,59,197.5,112,10.2,5,2.75,1,"no"
77,"no","no",0,169.4,102,234.3,89,2,7,0.54,1,"no"
158,"no","no",0,209.9,112,210,93,8.2,3,2.21,1,"no"
79,"no","no",0,144,90,212.4,129,13,4,3.51,1,"no"
118,"no","no",0,183.1,128,211.1,108,12.5,4,3.38,0,"no"
63,"no","no",0,278,102,224.1,118,13.1,4,3.54,4,"yes"
115,"no","no",0,245.2,105,229.9,74,7.2,8,1.94,0,"no"
29,"no","no",0,163.7,109,266.2,101,10.4,2,2.81,1,"no"
53,"no","yes",22,174.8,110,119.5,103,12,2,3.24,3,"no"
29,"no","no",0,262,112,195.1,120,10.7,5,2.89,1,"no"
75,"no","no",0,147.5,110,135,68,16.4,3,4.43,2,"no"
82,"no","no",0,329.8,73,267.1,102,10.6,6,2.86,0,"yes"
81,"yes","no",0,220.4,76,239.5,112,11.4,5,3.08,1,"yes"
11,"no","yes",24,131.5,98,283.7,87,10,3,2.7,2,"no"
169,"no","no",0,142.5,82,131.2,67,10,4,2.7,2,"no"
109,"no","no",0,217,115,268,106,8.2,4,2.21,1,"no"
86,"no","no",0,141.3,72,210.6,91,8.2,5,2.21,1,"no"
164,"no","yes",27,159.7,102,244.1,127,9.6,9,2.59,3,"no"
161,"no","no",0,332.9,67,160.6,128,5.4,9,1.46,4,"yes"
111,"no","no",0,224.9,117,229.9,97,10.3,3,2.78,0,"no"
85,"no","no",0,133.3,107,289,99,9.1,4,2.46,3,"no"
81,"no","yes",31,210.4,100,168.7,120,9.7,4,2.62,0,"no"
97,"no","no",0,120.8,96,194.1,63,11.9,3,3.21,4,"yes"
156,"no","no",0,162.6,113,214.7,93,10.9,2,2.94,0,"no"
62,"no","yes",33,186.4,84,286.7,103,11.1,3,3,2,"yes"
101,"no","no",0,239,156,278.2,93,13.5,8,3.65,1,"yes"
136,"no","no",0,132.4,110,176.5,100,13,6,3.51,2,"no"
97,"no","yes",28,202.3,97,257.6,64,6.7,3,1.81,1,"no"
92,"no","no",0,185.9,111,231,58,8.5,2,2.3,1,"no"
122,"no","no",0,140.1,120,188.1,127,11.2,5,3.02,2,"no"
57,"yes","yes",30,234.5,130,268.8,94,11.4,4,3.08,2,"no"
77,"no","yes",32,192.2,101,230.2,129,8,6,2.16,1,"no"
78,"no","no",0,211.4,105,199.6,129,9.3,2,2.51,2,"no"
34,"no","yes",26,193.4,91,257.2,94,9.5,5,2.57,2,"no"
118,"no","no",0,232.4,92,213,138,7.7,4,2.08,1,"no"
79,"no","no",0,187.3,108,269.2,135,9.5,3,2.57,3,"no"
138,"no","yes",33,155.2,139,186.4,71,9.7,4,2.62,3,"no"
88,"no","no",0,158.2,130,291,117,12.9,3,3.48,2,"no"
103,"no","yes",36,87.2,92,166.7,80,10.9,5,2.94,6,"yes"
77,"no","yes",33,143,101,104.9,120,15.3,4,4.13,5,"yes"
130,"no","no",0,183,112,181.8,78,9.5,19,2.57,0,"no"
69,"no","yes",27,268.8,78,271.9,102,16.4,3,4.43,0,"no"
135,"yes","yes",41,173.1,85,122.2,78,14.6,15,3.94,0,"yes"
97,"no","no",0,169.2,91,108,115,13,5,3.51,1,"no"
102,"no","no",0,95.6,88,177.3,95,9.8,2,2.65,3,"no"
64,"no","no",0,113.8,97,214.9,89,10.4,1,2.81,3,"no"
72,"no","no",0,129.8,106,212.5,116,8.3,4,2.24,4,"yes"
137,"no","no",0,115.5,101,179.1,123,13.6,4,3.67,0,"no"
170,"no","no",0,285.7,44,260,97,8.7,4,2.35,1,"yes"
42,"no","no",0,146.3,84,45,117,8,12,2.16,1,"no"
115,"no","no",0,80.8,81,190.1,66,11.7,6,3.16,1,"no"
124,"no","no",0,150.3,101,136.7,62,12.5,4,3.38,2,"no"
33,"yes","no",0,247.1,114,208.9,94,10.6,2,2.86,4,"yes"
82,"no","no",0,202.9,96,217.4,123,10.1,3,2.73,4,"no"
123,"no","no",0,114.4,91,250.6,102,11,3,2.97,0,"no"
60,"no","no",0,145,133,328.5,112,14.6,2,3.94,1,"no"
161,"no","no",0,173.4,100,141.5,69,11.5,4,3.11,1,"no"
100,"no","no",0,78.7,98,150.4,106,14,8,3.78,0,"no"
59,"no","no",0,179.4,80,175.8,105,14.7,3,3.97,0,"no"
103,"yes","no",0,133.2,90,214.1,120,12.5,2,3.38,1,"yes"
122,"no","yes",33,174.9,103,164.6,116,13.5,3,3.65,1,"yes"
88,"no","yes",45,80.3,140,309.2,123,12.8,3,3.46,2,"no"
193,"no","no",0,170.9,124,112.9,89,11.6,3,3.13,1,"no"
93,"no","yes",37,230.4,95,179,90,10.4,9,2.81,3,"no"
49,"no","yes",42,159,67,206.8,88,7.4,3,2,2,"no"
136,"no","yes",24,243.3,107,138.5,117,11,4,2.97,4,"no"
96,"no","no",0,150,122,212.4,89,9.8,1,2.65,3,"no"
110,"no","no",0,55.3,102,200.7,108,10.2,5,2.75,1,"no"
64,"no","yes",31,228.6,88,167.1,124,9,1,2.43,3,"no"
129,"no","no",0,101.4,145,157.6,107,7.1,6,1.92,1,"no"
106,"no","no",0,155.9,90,189.1,95,8,2,2.16,2,"no"
209,"no","no",0,153.7,105,200.8,95,10.7,2,2.89,0,"no"
133,"no","yes",49,229.4,78,172.3,115,12,4,3.24,3,"no"
145,"no","no",0,129.4,97,204.7,106,1.1,2,0.3,2,"no"
141,"no","yes",39,116.9,127,289.9,125,12.3,2,3.32,0,"no"
110,"no","no",0,135.1,109,166.3,119,11.7,4,3.16,1,"no"
90,"no","yes",32,276.6,76,279.6,88,6.8,3,1.84,3,"no"
91,"no","no",0,217.9,71,232.1,110,10.6,2,2.86,1,"no"
119,"no","no",0,176.8,90,204.6,77,7.5,15,2.03,1,"no"
149,"no","yes",28,212.8,117,222.7,88,0,0,0,1,"no"
196,"no","no",0,234,109,173.1,70,9.1,5,2.46,2,"no"
83,"no","yes",25,191.3,95,249.4,86,17.6,5,4.75,2,"no"
36,"no","yes",30,146.3,128,129.3,109,14.5,6,3.92,0,"no"
79,"no","no",0,157.5,90,241.1,98,12.2,4,3.29,1,"no"
171,"no","yes",17,186.9,94,200.9,64,5.8,3,1.57,1,"no"
177,"no","no",0,175.7,120,198.9,110,14.6,4,3.94,1,"no"
156,"no","no",0,150.5,106,215.9,86,3.5,3,0.95,1,"no"
193,"no","no",0,180.5,114,192.9,97,10.2,4,2.75,2,"no"
108,"no","no",0,108.6,128,173.6,67,9.3,6,2.51,0,"no"
89,"no","no",0,234.8,95,180.3,99,10.4,2,2.81,0,"no"
76,"no","no",0,193,82,135.9,79,14.4,3,3.89,0,"no"
98,"no","no",0,189.8,113,218.9,96,13,5,3.51,1,"no"
143,"no","no",0,167.8,72,153.5,109,10.5,6,2.84,4,"yes"
101,"yes","no",0,193.7,108,223,100,11.6,8,3.13,0,"no"
125,"no","no",0,131.8,97,308.2,119,7.7,6,2.08,2,"no"
119,"no","no",0,81.9,75,213.1,125,8.9,1,2.4,2,"yes"
148,"no","no",0,249.7,91,234.2,88,10.5,1,2.84,1,"no"
204,"no","no",0,205.2,145,191.4,77,14.1,5,3.81,3,"no"
110,"no","no",0,170.1,87,225,88,10.8,3,2.92,2,"no"
74,"no","no",0,180,110,182.3,95,11.8,10,3.19,0,"no"
166,"no","no",0,152.1,95,198,126,9.8,5,2.65,0,"no"
66,"no","no",0,207.7,85,261.7,83,6.8,3,1.84,1,"no"
169,"no","no",0,157.8,96,198.8,112,13.7,6,3.7,3,"no"
135,"no","no",0,154.4,130,158.7,59,11.8,3,3.19,0,"no"
39,"no","no",0,154.1,104,196.2,92,9.8,4,2.65,2,"no"
122,"no","yes",37,163,107,200,85,11.6,5,3.13,1,"no"
60,"no","no",0,203.7,95,177.1,103,7.9,1,2.13,3,"no"
104,"no","no",0,167.6,116,215.9,94,11.7,2,3.16,4,"no"
73,"no","no",0,159,123,178.9,155,15.2,3,4.1,2,"no"
123,"no","yes",31,203.6,108,236.2,114,12,5,3.24,1,"no"
75,"no","no",0,111.7,121,253.5,110,13.1,6,3.54,1,"no"
77,"yes","no",0,192.7,82,204.2,95,9,6,2.43,1,"no"
100,"no","no",0,96.5,86,146.4,106,12.5,3,3.38,1,"yes"
120,"no","no",0,203.3,108,115.9,103,7.8,2,2.11,3,"no"
137,"no","no",0,206.4,122,194.5,84,8.8,5,2.38,2,"no"
108,"no","no",0,197.4,78,204.5,107,7.7,4,2.08,2,"no"
113,"no","no",0,90.6,130,137.4,74,5.4,9,1.46,1,"no"
141,"no","no",0,260.2,131,135,119,7.2,8,1.94,3,"no"
45,"no","yes",29,135.8,104,235.6,92,7.9,6,2.13,2,"no"
105,"no","no",0,213.4,100,179.7,93,9.5,6,2.57,1,"no"
90,"no","no",0,142.4,126,274.2,71,4.6,4,1.24,1,"no"
43,"no","no",0,179.3,97,227.5,114,8,5,2.16,0,"no"
68,"yes","yes",39,142,140,302,72,11.3,5,3.05,1,"no"
92,"no","yes",31,172.3,116,228.2,90,11.8,5,3.19,1,"no"
171,"no","no",0,231.2,135,206.9,124,12.3,1,3.32,1,"no"
25,"no","no",0,250.1,108,208.5,84,11.1,3,3,2,"no"
89,"no","no",0,269.8,94,212.2,135,4.7,6,1.27,1,"yes"
105,"no","no",0,115.5,73,114.2,90,13.3,5,3.59,3,"no"
135,"no","no",0,201.8,81,204.4,82,10.3,6,2.78,1,"no"
79,"no","no",0,147,72,243.2,107,8.4,9,2.27,1,"no"
155,"no","no",0,184.6,102,226.5,122,7.8,1,2.11,1,"no"
81,"yes","yes",37,237.1,76,271.3,120,7.9,3,2.13,1,"no"
78,"no","no",0,131.6,102,190.5,95,0,0,0,3,"no"
99,"no","no",0,130.4,121,84.1,85,9.8,3,2.65,2,"no"
118,"yes","yes",39,153.8,106,117.8,103,9.2,6,2.48,1,"no"
92,"no","yes",16,184,99,185.1,96,12.7,3,3.43,2,"no"
91,"no","no",0,147.2,121,136.3,80,13.3,3,3.59,2,"no"
41,"no","no",0,209.9,105,253.7,104,9.6,4,2.59,1,"no"
85,"no","no",0,209.1,57,113.3,113,12.8,4,3.46,1,"no"
109,"yes","no",0,166.5,101,126.2,112,10.2,3,2.75,3,"no"
137,"no","no",0,79.5,121,121.8,108,11.7,7,3.16,2,"no"
111,"no","no",0,197.1,117,214,101,9.3,11,2.51,0,"no"
98,"no","no",0,221.2,80,291.8,89,11.9,3,3.21,4,"no"
132,"no","no",0,214.6,78,240.8,88,13.9,2,3.75,0,"no"
88,"no","no",0,161.5,92,206.2,95,7.9,4,2.13,2,"no"
135,"no","no",0,194.8,97,174.4,126,11,3,2.97,1,"no"
99,"no","no",0,193.3,51,145.7,92,12.2,4,3.29,1,"no"
92,"no","no",0,157.7,101,216.9,99,13.8,3,3.73,1,"no"
64,"no","no",0,148.1,73,216,125,12.3,2,3.32,5,"yes"
120,"no","yes",24,227.5,81,166.4,128,9,13,2.43,1,"no"
84,"no","yes",12,89.7,87,165.8,114,10.7,2,2.89,1,"no"
80,"no","no",0,157,101,113.3,109,16.2,2,4.37,2,"no"
103,"no","no",0,166.6,84,167.9,115,7.7,6,2.08,1,"no"
110,"no","no",0,100.1,90,204.4,57,11.1,8,3,3,"no"
101,"no","no",0,257.3,84,108.9,109,13.5,7,3.65,0,"no"
111,"yes","no",0,145.8,106,143.9,123,11.9,4,3.21,1,"no"
161,"no","yes",38,240.4,112,206.1,112,16.1,6,4.35,0,"no"
68,"no","no",0,232.4,76,214.6,107,10.5,2,2.84,1,"no"
61,"no","yes",27,187.5,124,225.7,129,6.4,6,1.73,4,"yes"
40,"yes","yes",21,147.4,117,202,97,10.9,5,2.94,0,"no"
125,"no","no",0,184.1,105,241.5,94,4.7,6,1.27,1,"no"
120,"no","no",0,177.2,88,231.5,90,14,2,3.78,2,"no"
93,"no","no",0,172,80,169.8,108,10.3,3,2.78,0,"no"
103,"no","yes",40,164.5,95,194.7,97,7.4,1,2,4,"no"
50,"yes","yes",26,307.1,94,174.9,109,8,3,2.16,0,"no"
155,"no","no",0,223.8,109,201.6,111,8.8,8,2.38,1,"no"
99,"no","no",0,128.8,86,282.6,131,14.1,4,3.81,2,"no"
136,"no","yes",35,205.5,86,214.2,104,6.9,4,1.86,1,"no"
72,"no","no",0,139.9,117,240.8,93,12.7,4,3.43,2,"no"
110,"no","no",0,99.4,62,212.1,94,16.7,3,4.51,2,"no"
117,"no","yes",35,190.7,100,202.5,101,12.4,5,3.35,1,"no"
131,"yes","yes",26,292.9,101,255.3,127,13.8,7,3.73,4,"yes"
93,"no","no",0,198.1,93,127.3,121,12.6,4,3.4,2,"no"
112,"no","no",0,168.4,53,204.5,125,9.8,3,2.65,1,"no"
67,"no","yes",30,129.6,107,297,93,14.5,5,3.92,1,"no"
131,"no","no",0,155.6,78,184.1,89,8.7,2,2.35,2,"no"
73,"no","no",0,272.4,112,255.4,112,10.9,5,2.94,1,"yes"
91,"no","no",0,142.6,90,222.2,113,14.8,3,4,0,"no"
63,"no","no",0,153.5,81,230.2,85,6.5,5,1.76,2,"no"
106,"no","yes",36,124.8,93,219,110,11.3,3,3.05,1,"no"
111,"no","yes",24,205.5,114,215.9,95,14,4,3.78,1,"no"
70,"no","no",0,213.4,86,256.6,101,5.7,4,1.54,1,"no"
142,"no","yes",40,230.7,101,263.9,92,6.4,3,1.73,1,"no"
116,"no","no",0,85.8,88,195.9,91,11,2,2.97,1,"no"
176,"no","no",0,201.9,101,164.4,79,9,2,2.43,1,"no"
77,"yes","no",0,323.7,106,204.4,89,8.5,3,2.3,6,"yes"
48,"no","yes",34,198,70,217.9,71,7.6,4,2.05,1,"no"
67,"no","yes",36,115.6,111,169.9,103,9.9,12,2.67,2,"no"
90,"no","no",0,109.6,88,159.7,121,11,5,2.97,2,"no"
52,"no","no",0,209.8,114,154.6,119,9.9,9,2.67,4,"no"
108,"no","yes",41,171.6,110,183.4,103,10.8,7,2.92,0,"no"
113,"no","no",0,161.1,133,60.3,93,12.2,2,3.29,2,"no"
185,"no","yes",29,151.1,121,154.4,91,13.8,2,3.73,2,"no"
91,"no","no",0,289.3,73,186.7,94,6.4,7,1.73,1,"yes"
122,"yes","no",0,49.5,114,154.9,120,10,4,2.7,0,"no"
125,"no","yes",36,201.3,117,125.7,104,5.4,3,1.46,1,"no"
81,"no","no",0,173.2,80,240.2,84,11.8,6,3.19,2,"no"
80,"no","no",0,194.8,116,194.1,100,12.8,3,3.46,0,"no"
98,"no","no",0,243.4,88,156.4,80,9.7,4,2.62,2,"no"
91,"no","no",0,109.8,100,206.7,85,11.1,3,3,1,"no"
179,"no","no",0,170.7,54,214.6,107,13.3,4,3.59,1,"no"
64,"no","no",0,160.6,110,105.2,56,7.3,2,1.97,0,"yes"
127,"no","no",0,239.8,107,249.9,110,11.3,5,3.05,1,"no"
83,"no","no",0,182.5,85,199.1,110,14.7,6,3.97,1,"no"
54,"no","no",0,199.8,94,162.6,99,10.1,4,2.73,0,"no"
124,"no","no",0,151.6,119,173.4,91,11.6,3,3.13,3,"no"
65,"no","no",0,244.5,72,299.8,110,7.6,1,2.05,5,"yes"
34,"no","no",0,180.6,65,292.4,105,5,3,1.35,1,"no"
79,"no","yes",34,103.7,100,256.6,102,14.8,4,4,2,"no"
86,"no","no",0,83.5,96,349.7,75,12.6,3,3.4,0,"no"
107,"no","no",0,86.8,95,204.3,87,13.2,3,3.56,1,"no"
93,"no","no",0,152.4,74,252.2,120,6.6,5,1.78,3,"no"
115,"no","no",0,109.7,148,240.3,96,15.4,8,4.16,3,"no"
95,"no","yes",27,129.5,106,268,115,11.9,3,3.21,1,"no"
190,"no","no",0,182.2,101,233,123,9.3,4,2.51,2,"no"
94,"no","yes",28,233.2,88,118,71,16.1,4,4.35,0,"no"
84,"no","no",0,148.8,89,147.6,73,6.3,2,1.7,1,"no"
146,"no","yes",31,202.5,91,169.6,77,7.8,2,2.11,1,"no"
136,"no","yes",21,179.4,88,320.7,120,9.5,4,2.57,2,"no"
102,"no","no",0,114.8,125,304.3,101,12,4,3.24,0,"no"
109,"yes","no",0,209.1,141,119.4,111,7.8,3,2.11,2,"no"
112,"no","no",0,111.9,92,146.8,79,14.1,3,3.81,5,"yes"
45,"no","no",0,159.8,91,163,93,10.6,3,2.86,2,"no"
126,"no","no",0,193.1,114,186.2,73,11.1,1,3,3,"no"
149,"no","no",0,175.4,80,188.2,102,9.7,2,2.62,2,"no"
96,"no","no",0,98.2,100,182.5,120,7.6,1,2.05,2,"no"
101,"no","yes",24,114.1,95,176.3,90,13,9,3.51,2,"no"
127,"no","no",0,221,100,233.1,96,6.8,4,1.84,2,"no"
149,"no","no",0,69.1,117,181.7,53,6.3,3,1.7,1,"no"
116,"no","no",0,254.6,107,229.6,77,9,18,2.43,2,"yes"
54,"no","no",0,116.8,119,217.5,101,12,2,3.24,1,"no"
52,"no","yes",31,122.2,88,141.9,141,5.7,10,1.54,3,"no"
30,"no","no",0,169.9,144,169.7,93,11.4,7,3.08,1,"no"
65,"no","no",0,211.3,120,134.7,118,13.2,5,3.56,3,"no"
87,"no","yes",19,165.8,122,249.7,78,0,0,0,1,"no"
67,"no","no",0,208,95,266,80,11.7,6,3.16,3,"no"
101,"no","no",0,189,122,186.8,170,11.1,6,3,0,"no"
61,"no","yes",31,252.1,98,135.7,117,5.1,4,1.38,2,"no"
75,"no","no",0,170.7,101,129.1,104,6.9,7,1.86,1,"no"
121,"no","no",0,168.9,128,266.3,105,2.9,7,0.78,2,"no"
82,"no","no",0,179.2,95,187.7,100,13.2,2,3.56,1,"no"
125,"no","yes",25,190.1,133,104,110,12.5,3,3.38,2,"no"
96,"no","yes",26,145.8,108,165.1,96,9.9,2,2.67,1,"no"
57,"no","yes",25,176.8,94,213.5,116,8.3,4,2.24,0,"no"
159,"no","yes",23,153.6,93,161.3,91,12.6,3,3.4,2,"no"
89,"no","no",0,179.7,128,185.3,120,7.6,3,2.05,1,"no"
109,"no","no",0,184,120,153.7,86,11,3,2.97,0,"no"
118,"no","no",0,161.6,96,240.6,137,6.8,2,1.84,0,"no"
117,"no","no",0,184.5,97,215.8,90,8.7,4,2.35,1,"no"
136,"no","yes",24,174.6,76,214.4,91,8.8,5,2.38,2,"no"
138,"no","no",0,133.9,87,193.5,139,15.4,3,4.16,1,"no"
100,"no","no",0,218.8,125,277.8,97,9.7,6,2.62,1,"no"
104,"no","no",0,138.7,100,164.3,98,4.9,4,1.32,2,"no"
